invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,invoice_year,invoice_month,invoice_day,day_of_week,is_weekend,unit_price,age_group,quantity_band,price_deviation_from_category
I101972,C182834,Female,57,Clothing,5,1500.4,Credit Card,2/3/2022 0:00,Metrocity,2022,2,3,3,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I967146,C296181,Female,25,Food & Beverage,5,26.15,Credit Card,5/28/2022 0:00,Kanyon,2022,5,28,5,1,5.23,18_25,bulk,-8.88E-16
I155589,C317277,Female,30,Shoes,2,1200.34,Credit Card,9/23/2022 0:00,Istinye Park,2022,9,23,4,0,600.17,26_35,small,0
I253959,C272136,Female,50,Clothing,1,300.08,Debit Card,1/22/2021 0:00,Zorlu Center,2021,1,22,4,0,300.08,46_55,single,0
I312489,C271190,Female,33,Shoes,5,3000.85,Cash,7/12/2022 0:00,Metrocity,2022,7,12,1,0,600.17,26_35,bulk,0
I179977,C188142,Female,38,Clothing,3,900.24,Debit Card,6/5/2021 0:00,Istinye Park,2021,6,5,5,1,300.08,36_45,small,0
I251632,C427657,Male,33,Food & Beverage,2,10.46,Cash,1/4/2022 0:00,Metrocity,2022,1,4,1,0,5.23,26_35,small,0
I195022,C147185,Female,48,Shoes,2,1200.34,Cash,1/15/2023 0:00,Mall of Istanbul,2023,1,15,6,1,600.17,46_55,small,0
I305691,C215086,Female,68,Cosmetics,2,81.32,Cash,4/10/2021 0:00,Kanyon,2021,4,10,5,1,40.66,56_plus,small,0
I310262,C330585,Male,47,Technology,3,3150,Credit Card,1/22/2023 0:00,Metrocity,2023,1,22,6,1,1050,46_55,small,0
I452988,C906130,Female,57,Food & Beverage,5,26.15,Cash,8/1/2022 0:00,Metrocity,2022,8,1,0,0,5.23,56_plus,bulk,-8.88E-16
I352477,C320610,Male,65,Clothing,5,1500.4,Cash,10/19/2022 0:00,Kanyon,2022,10,19,2,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I247390,C126360,Female,52,Toys,1,35.84,Cash,4/3/2022 0:00,Metrocity,2022,4,3,6,1,35.84,46_55,single,0
I168427,C552673,Female,42,Clothing,1,300.08,Credit Card,12/30/2022 0:00,Mall of Istanbul,2022,12,30,4,0,300.08,36_45,single,0
I310552,C531490,Female,22,Food & Beverage,1,5.23,Cash,2/15/2022 0:00,Kanyon,2022,2,15,1,0,5.23,18_25,single,0
I330647,C439013,Male,55,Souvenir,4,46.92,Cash,9/9/2022 0:00,Emaar Square Mall,2022,9,9,4,0,11.73,46_55,bulk,0
I332425,C262353,Male,34,Toys,1,35.84,Debit Card,10/30/2022 0:00,Istinye Park,2022,10,30,6,1,35.84,26_35,single,0
I328265,C493882,Male,36,Clothing,1,300.08,Credit Card,6/21/2021 0:00,Metropol AVM,2021,6,21,0,0,300.08,36_45,single,0
I151895,C130796,Female,30,Clothing,3,900.24,Credit Card,6/3/2022 0:00,Mall of Istanbul,2022,6,3,4,0,300.08,26_35,small,0
I239511,C194100,Male,42,Food & Beverage,2,10.46,Cash,7/22/2021 0:00,Viaport Outlet,2021,7,22,3,0,5.23,36_45,small,0
I190247,C143209,Female,67,Shoes,5,3000.85,Cash,5/26/2022 0:00,Cevahir AVM,2022,5,26,3,0,600.17,56_plus,bulk,0
I332181,C155971,Female,28,Shoes,2,1200.34,Credit Card,3/10/2021 0:00,Forum Istanbul,2021,3,10,2,0,600.17,26_35,small,0
I272039,C162302,Female,58,Clothing,2,600.16,Cash,10/31/2022 0:00,Viaport Outlet,2022,10,31,0,0,300.08,56_plus,small,0
I429182,C795719,Male,67,Shoes,3,1800.51,Credit Card,4/24/2022 0:00,Kanyon,2022,4,24,6,1,600.17,56_plus,small,0
I328102,C506465,Female,53,Food & Beverage,1,5.23,Credit Card,6/24/2022 0:00,Cevahir AVM,2022,6,24,4,0,5.23,46_55,single,0
I134174,C103933,Female,22,Technology,3,3150,Cash,1/10/2023 0:00,Kanyon,2023,1,10,1,0,1050,18_25,small,0
I316297,C190346,Male,62,Cosmetics,4,162.64,Credit Card,5/26/2022 0:00,Metropol AVM,2022,5,26,3,0,40.66,56_plus,bulk,0
I134142,C112355,Female,61,Clothing,1,300.08,Debit Card,6/17/2021 0:00,Cevahir AVM,2021,6,17,3,0,300.08,56_plus,single,0
I102355,C209984,Male,63,Souvenir,5,58.65,Cash,1/28/2022 0:00,Forum Istanbul,2022,1,28,4,0,11.73,56_plus,bulk,0
I280155,C214260,Female,65,Toys,5,179.2,Debit Card,12/18/2022 0:00,Mall of Istanbul,2022,12,18,6,1,35.84,56_plus,bulk,-7.11E-15
I274526,C985232,Male,55,Food & Beverage,2,10.46,Credit Card,10/26/2021 0:00,Forum Istanbul,2021,10,26,1,0,5.23,46_55,small,0
I287717,C218817,Male,55,Shoes,1,600.17,Cash,5/21/2021 0:00,Istinye Park,2021,5,21,4,0,600.17,46_55,single,0
I967728,C250818,Female,37,Clothing,1,300.08,Debit Card,9/12/2021 0:00,Forum Istanbul,2021,9,12,6,1,300.08,36_45,single,0
I285436,C175385,Female,37,Food & Beverage,1,5.23,Credit Card,2/27/2023 0:00,Mall of Istanbul,2023,2,27,0,0,5.23,36_45,single,0
I121232,C263039,Female,18,Technology,4,4200,Cash,10/29/2021 0:00,Cevahir AVM,2021,10,29,4,0,1050,18_25,bulk,0
I252181,C296108,Female,57,Clothing,5,1500.4,Credit Card,2/25/2021 0:00,Kanyon,2021,2,25,3,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I935688,C231840,Female,29,Toys,5,179.2,Debit Card,3/23/2021 0:00,Metrocity,2021,3,23,1,0,35.84,26_35,bulk,-7.11E-15
I156714,C180095,Female,31,Clothing,1,300.08,Cash,6/30/2022 0:00,Mall of Istanbul,2022,6,30,3,0,300.08,26_35,single,0
I250393,C143108,Female,34,Cosmetics,5,203.3,Credit Card,12/11/2021 0:00,Kanyon,2021,12,11,5,1,40.66,26_35,bulk,7.105427357601002e-15
I278842,C273357,Male,29,Clothing,5,1500.4,Cash,8/25/2022 0:00,Mall of Istanbul,2022,8,25,3,0,300.08000000000004,26_35,bulk,5.684341886080804e-14
I685593,C113186,Male,54,Clothing,2,600.16,Cash,12/29/2022 0:00,Mall of Istanbul,2022,12,29,3,0,300.08,46_55,small,0
I332216,C131697,Female,23,Cosmetics,1,40.66,Credit Card,10/8/2021 0:00,Metrocity,2021,10,8,4,0,40.66,18_25,single,0
I150122,C111862,Female,41,Clothing,2,600.16,Cash,6/6/2022 0:00,Metrocity,2022,6,6,0,0,300.08,36_45,small,0
I161468,C448632,Female,34,Technology,3,3150,Cash,6/8/2022 0:00,Cevahir AVM,2022,6,8,2,0,1050,26_35,small,0
I215893,C129439,Female,30,Cosmetics,4,162.64,Credit Card,5/8/2021 0:00,Mall of Istanbul,2021,5,8,5,1,40.66,26_35,bulk,0
I224020,C334472,Female,21,Shoes,3,1800.51,Credit Card,11/2/2022 0:00,Viaport Outlet,2022,11,2,2,0,600.17,18_25,small,0
I247128,C803234,Female,48,Cosmetics,3,121.98,Credit Card,1/15/2021 0:00,Mall of Istanbul,2021,1,15,4,0,40.66,46_55,small,7.105427357601002e-15
I226481,C256834,Female,58,Clothing,1,300.08,Cash,2/25/2022 0:00,Mall of Istanbul,2022,2,25,4,0,300.08,56_plus,single,0
I253939,C302436,Female,49,Cosmetics,5,203.3,Credit Card,7/8/2021 0:00,Istinye Park,2021,7,8,3,0,40.66,46_55,bulk,7.105427357601002e-15
I158802,C230668,Female,54,Clothing,4,1200.32,Debit Card,10/30/2021 0:00,Metrocity,2021,10,30,5,1,300.08,46_55,bulk,0
I320982,C954842,Female,28,Clothing,1,300.08,Cash,11/10/2021 0:00,Mall of Istanbul,2021,11,10,2,0,300.08,26_35,single,0
I142447,C236264,Female,59,Technology,3,3150,Cash,7/14/2021 0:00,Kanyon,2021,7,14,2,0,1050,56_plus,small,0
I337359,C514930,Female,26,Clothing,2,600.16,Cash,1/9/2021 0:00,Istinye Park,2021,1,9,5,1,300.08,26_35,small,0
I124811,C752079,Female,69,Clothing,3,900.24,Credit Card,9/28/2022 0:00,Kanyon,2022,9,28,2,0,300.08,56_plus,small,0
I267870,C156330,Male,22,Cosmetics,3,121.98,Cash,6/21/2021 0:00,Cevahir AVM,2021,6,21,0,0,40.66,18_25,small,7.105427357601002e-15
I566362,C241265,Female,45,Toys,1,35.84,Credit Card,1/26/2022 0:00,Metropol AVM,2022,1,26,2,0,35.84,36_45,single,0
I271574,C110323,Female,68,Clothing,4,1200.32,Cash,5/22/2021 0:00,Viaport Outlet,2021,5,22,5,1,300.08,56_plus,bulk,0
I189083,C294804,Female,54,Clothing,5,1500.4,Cash,1/23/2022 0:00,Kanyon,2022,1,23,6,1,300.08000000000004,46_55,bulk,5.684341886080804e-14
I112885,C279778,Male,24,Clothing,4,1200.32,Credit Card,3/19/2021 0:00,Istinye Park,2021,3,19,4,0,300.08,18_25,bulk,0
I187586,C304031,Female,65,Food & Beverage,3,15.69,Debit Card,12/17/2022 0:00,Cevahir AVM,2022,12,17,5,1,5.23,56_plus,small,-8.88E-16
I335156,C336289,Female,47,Food & Beverage,4,20.92,Credit Card,10/29/2022 0:00,Kanyon,2022,10,29,5,1,5.23,46_55,bulk,0
I247350,C146226,Female,33,Souvenir,2,23.46,Cash,6/2/2021 0:00,Istinye Park,2021,6,2,2,0,11.73,26_35,small,0
I236299,C326339,Female,28,Clothing,3,900.24,Credit Card,8/13/2022 0:00,Kanyon,2022,8,13,5,1,300.08,26_35,small,0
I273835,C298694,Female,56,Souvenir,3,35.19,Cash,4/11/2022 0:00,Metrocity,2022,4,11,0,0,11.73,56_plus,small,-1.78E-15
I288584,C196938,Male,28,Technology,3,3150,Credit Card,9/26/2021 0:00,Viaport Outlet,2021,9,26,6,1,1050,26_35,small,0
I171317,C289373,Female,63,Cosmetics,3,121.98,Credit Card,6/6/2022 0:00,Kanyon,2022,6,6,0,0,40.66,56_plus,small,7.105427357601002e-15
I373404,C261100,Female,63,Cosmetics,5,203.3,Debit Card,5/1/2022 0:00,Emaar Square Mall,2022,5,1,6,1,40.66,56_plus,bulk,7.105427357601002e-15
I168167,C139494,Male,65,Books,1,15.15,Debit Card,6/25/2021 0:00,Metropol AVM,2021,6,25,4,0,15.15,56_plus,single,0
I327192,C187761,Male,58,Shoes,3,1800.51,Cash,1/26/2022 0:00,Emaar Square Mall,2022,1,26,2,0,600.17,56_plus,small,0
I168160,C115218,Male,36,Cosmetics,5,203.3,Credit Card,1/13/2021 0:00,Zorlu Center,2021,1,13,2,0,40.66,36_45,bulk,7.105427357601002e-15
I448328,C195872,Female,64,Cosmetics,1,40.66,Debit Card,12/15/2021 0:00,Mall of Istanbul,2021,12,15,2,0,40.66,56_plus,single,0
I673288,C333693,Female,53,Clothing,1,300.08,Credit Card,2/2/2022 0:00,Kanyon,2022,2,2,2,0,300.08,46_55,single,0
I288402,C647994,Male,25,Clothing,1,300.08,Cash,2/18/2023 0:00,Metrocity,2023,2,18,5,1,300.08,18_25,single,0
I725637,C324254,Female,38,Toys,1,35.84,Cash,9/28/2022 0:00,Zorlu Center,2022,9,28,2,0,35.84,36_45,single,0
I102526,C317197,Male,33,Cosmetics,3,121.98,Credit Card,3/1/2022 0:00,Cevahir AVM,2022,3,1,1,0,40.66,26_35,small,7.105427357601002e-15
I218427,C666717,Female,20,Clothing,2,600.16,Cash,5/28/2021 0:00,Zorlu Center,2021,5,28,4,0,300.08,18_25,small,0
I200364,C278168,Female,62,Food & Beverage,5,26.15,Debit Card,2/6/2022 0:00,Mall of Istanbul,2022,2,6,6,1,5.23,56_plus,bulk,-8.88E-16
I114178,C252565,Female,41,Toys,4,143.36,Credit Card,5/23/2021 0:00,Kanyon,2021,5,23,6,1,35.84,36_45,bulk,0
I226666,C192053,Female,52,Souvenir,4,46.92,Cash,6/22/2021 0:00,Kanyon,2021,6,22,1,0,11.73,46_55,bulk,0
I235745,C100952,Male,39,Clothing,3,900.24,Cash,7/29/2022 0:00,Mall of Istanbul,2022,7,29,4,0,300.08,36_45,small,0
I317013,C544528,Male,52,Cosmetics,3,121.98,Cash,1/4/2021 0:00,Cevahir AVM,2021,1,4,0,0,40.66,46_55,small,7.105427357601002e-15
I131276,C733923,Female,66,Clothing,1,300.08,Credit Card,3/23/2021 0:00,Metrocity,2021,3,23,1,0,300.08,56_plus,single,0
I187927,C155238,Female,20,Food & Beverage,3,15.69,Cash,6/28/2021 0:00,Cevahir AVM,2021,6,28,0,0,5.23,18_25,small,-8.88E-16
I832500,C156134,Male,46,Clothing,1,300.08,Credit Card,2/17/2022 0:00,Kanyon,2022,2,17,3,0,300.08,46_55,single,0
I299265,C270432,Male,31,Shoes,3,1800.51,Credit Card,12/7/2022 0:00,Kanyon,2022,12,7,2,0,600.17,26_35,small,0
I377841,C221660,Male,60,Clothing,5,1500.4,Credit Card,4/20/2022 0:00,Forum Istanbul,2022,4,20,2,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I217350,C156588,Female,60,Clothing,2,600.16,Cash,8/21/2021 0:00,Viaport Outlet,2021,8,21,5,1,300.08,56_plus,small,0
I305033,C257188,Female,23,Clothing,5,1500.4,Debit Card,6/12/2021 0:00,Kanyon,2021,6,12,5,1,300.08000000000004,18_25,bulk,5.684341886080804e-14
I173248,C171253,Male,30,Souvenir,5,58.65,Credit Card,10/3/2021 0:00,Kanyon,2021,10,3,6,1,11.73,26_35,bulk,0
I191771,C312430,Male,56,Clothing,3,900.24,Credit Card,7/11/2021 0:00,Metropol AVM,2021,7,11,6,1,300.08,56_plus,small,0
I913542,C192181,Female,21,Food & Beverage,3,15.69,Credit Card,6/13/2021 0:00,Metropol AVM,2021,6,13,6,1,5.23,18_25,small,-8.88E-16
I282264,C461700,Male,37,Cosmetics,1,40.66,Credit Card,6/5/2021 0:00,Metrocity,2021,6,5,5,1,40.66,36_45,single,0
I142482,C179352,Male,35,Shoes,4,2400.68,Credit Card,5/3/2022 0:00,Kanyon,2022,5,3,1,0,600.17,26_35,bulk,0
I255623,C234539,Female,45,Clothing,3,900.24,Cash,12/8/2021 0:00,Forum Istanbul,2021,12,8,2,0,300.08,36_45,small,0
I129658,C114515,Male,61,Food & Beverage,4,20.92,Credit Card,12/18/2021 0:00,Metrocity,2021,12,18,5,1,5.23,56_plus,bulk,0
I218713,C115298,Female,57,Clothing,4,1200.32,Credit Card,10/26/2021 0:00,Mall of Istanbul,2021,10,26,1,0,300.08,56_plus,bulk,0
I173526,C206672,Female,19,Clothing,2,600.16,Debit Card,12/21/2022 0:00,Kanyon,2022,12,21,2,0,300.08,18_25,small,0
I273597,C305702,Female,48,Technology,5,5250,Cash,7/1/2021 0:00,Mall of Istanbul,2021,7,1,3,0,1050,46_55,bulk,0
I326066,C130423,Female,33,Clothing,3,900.24,Cash,7/27/2021 0:00,Mall of Istanbul,2021,7,27,1,0,300.08,26_35,small,0
I221490,C210739,Male,58,Food & Beverage,5,26.15,Credit Card,2/2/2023 0:00,Metrocity,2023,2,2,3,0,5.23,56_plus,bulk,-8.88E-16
I247669,C303502,Male,68,Clothing,5,1500.4,Cash,12/3/2022 0:00,Mall of Istanbul,2022,12,3,5,1,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I191238,C273891,Male,59,Technology,3,3150,Credit Card,9/17/2021 0:00,Mall of Istanbul,2021,9,17,4,0,1050,56_plus,small,0
I146745,C756018,Female,58,Clothing,5,1500.4,Cash,5/2/2022 0:00,Istinye Park,2022,5,2,0,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I609817,C153421,Male,43,Food & Beverage,5,26.15,Debit Card,4/11/2022 0:00,Metropol AVM,2022,4,11,0,0,5.23,36_45,bulk,-8.88E-16
I282432,C203217,Female,27,Toys,5,179.2,Debit Card,9/28/2021 0:00,Kanyon,2021,9,28,1,0,35.84,26_35,bulk,-7.11E-15
I303043,C311367,Male,45,Clothing,3,900.24,Cash,8/13/2021 0:00,Forum Istanbul,2021,8,13,4,0,300.08,36_45,small,0
I789931,C218996,Male,27,Food & Beverage,3,15.69,Cash,10/6/2022 0:00,Metropol AVM,2022,10,6,3,0,5.23,26_35,small,-8.88E-16
I136479,C206655,Male,57,Clothing,5,1500.4,Debit Card,7/26/2022 0:00,Kanyon,2022,7,26,1,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I175207,C156090,Female,47,Toys,5,179.2,Credit Card,1/8/2022 0:00,Kanyon,2022,1,8,5,1,35.84,46_55,bulk,-7.11E-15
I138892,C710059,Male,38,Clothing,3,900.24,Credit Card,5/28/2022 0:00,Cevahir AVM,2022,5,28,5,1,300.08,36_45,small,0
I275502,C225477,Female,61,Shoes,5,3000.85,Cash,10/28/2022 0:00,Mall of Istanbul,2022,10,28,4,0,600.17,56_plus,bulk,0
I253747,C232794,Male,51,Clothing,2,600.16,Credit Card,3/21/2021 0:00,Istinye Park,2021,3,21,6,1,300.08,46_55,small,0
I317792,C227574,Male,21,Food & Beverage,5,26.15,Credit Card,1/17/2021 0:00,Cevahir AVM,2021,1,17,6,1,5.23,18_25,bulk,-8.88E-16
I123373,C132081,Male,56,Clothing,2,600.16,Cash,7/21/2022 0:00,Istinye Park,2022,7,21,3,0,300.08,56_plus,small,0
I749355,C191537,Female,23,Cosmetics,4,162.64,Cash,1/20/2021 0:00,Mall of Istanbul,2021,1,20,2,0,40.66,18_25,bulk,0
I209933,C313283,Male,29,Souvenir,2,23.46,Cash,2/22/2023 0:00,Forum Istanbul,2023,2,22,2,0,11.73,26_35,small,0
I165978,C116875,Female,41,Clothing,2,600.16,Debit Card,7/21/2022 0:00,Kanyon,2022,7,21,3,0,300.08,36_45,small,0
I141615,C640264,Female,32,Food & Beverage,4,20.92,Cash,3/9/2022 0:00,Kanyon,2022,3,9,2,0,5.23,26_35,bulk,0
I280845,C378603,Female,60,Clothing,1,300.08,Credit Card,1/7/2021 0:00,Mall of Istanbul,2021,1,7,3,0,300.08,56_plus,single,0
I443492,C174444,Male,18,Clothing,4,1200.32,Debit Card,3/1/2023 0:00,Kanyon,2023,3,1,2,0,300.08,18_25,bulk,0
I656237,C293077,Male,41,Clothing,5,1500.4,Cash,7/4/2022 0:00,Emaar Square Mall,2022,7,4,0,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I269404,C170597,Female,62,Books,5,75.75,Debit Card,3/11/2021 0:00,Mall of Istanbul,2021,3,11,3,0,15.15,56_plus,bulk,0
I248215,C553393,Male,21,Clothing,1,300.08,Credit Card,5/16/2021 0:00,Mall of Istanbul,2021,5,16,6,1,300.08,18_25,single,0
I212279,C171062,Female,65,Clothing,2,600.16,Cash,5/21/2022 0:00,Metrocity,2022,5,21,5,1,300.08,56_plus,small,0
I361751,C193276,Female,54,Clothing,2,600.16,Cash,12/23/2022 0:00,Metropol AVM,2022,12,23,4,0,300.08,46_55,small,0
I217549,C246189,Male,39,Clothing,5,1500.4,Cash,1/7/2021 0:00,Mall of Istanbul,2021,1,7,3,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I679172,C148813,Male,22,Shoes,2,1200.34,Debit Card,5/4/2022 0:00,Forum Istanbul,2022,5,4,2,0,600.17,18_25,small,0
I827455,C324594,Male,21,Food & Beverage,1,5.23,Cash,8/18/2022 0:00,Kanyon,2022,8,18,3,0,5.23,18_25,single,0
I154021,C130918,Female,61,Food & Beverage,4,20.92,Cash,3/2/2021 0:00,Kanyon,2021,3,2,1,0,5.23,56_plus,bulk,0
I157573,C581968,Female,34,Food & Beverage,5,26.15,Credit Card,1/20/2022 0:00,Mall of Istanbul,2022,1,20,3,0,5.23,26_35,bulk,-8.88E-16
I126792,C298632,Female,69,Clothing,1,300.08,Cash,7/16/2022 0:00,Zorlu Center,2022,7,16,5,1,300.08,56_plus,single,0
I285581,C431965,Female,67,Souvenir,2,23.46,Cash,11/29/2021 0:00,Istinye Park,2021,11,29,0,0,11.73,56_plus,small,0
I358726,C120778,Male,60,Clothing,3,900.24,Debit Card,10/19/2022 0:00,Cevahir AVM,2022,10,19,2,0,300.08,56_plus,small,0
I687926,C490159,Female,29,Cosmetics,4,162.64,Cash,3/22/2021 0:00,Mall of Istanbul,2021,3,22,0,0,40.66,26_35,bulk,0
I261608,C723895,Female,29,Shoes,1,600.17,Debit Card,9/11/2021 0:00,Metropol AVM,2021,9,11,5,1,600.17,26_35,single,0
I323067,C107458,Male,61,Food & Beverage,4,20.92,Debit Card,1/28/2023 0:00,Mall of Istanbul,2023,1,28,5,1,5.23,56_plus,bulk,0
I325643,C255733,Female,23,Books,1,15.15,Cash,12/22/2022 0:00,Mall of Istanbul,2022,12,22,3,0,15.15,18_25,single,0
I219716,C253828,Male,43,Toys,2,71.68,Cash,1/18/2022 0:00,Metrocity,2022,1,18,1,0,35.84,36_45,small,0
I874548,C332337,Female,44,Cosmetics,5,203.3,Credit Card,9/1/2022 0:00,Cevahir AVM,2022,9,1,3,0,40.66,36_45,bulk,7.105427357601002e-15
I216712,C218884,Female,56,Food & Beverage,4,20.92,Cash,8/26/2022 0:00,Istinye Park,2022,8,26,4,0,5.23,56_plus,bulk,0
I125557,C262475,Female,34,Clothing,1,300.08,Credit Card,8/10/2022 0:00,Emaar Square Mall,2022,8,10,2,0,300.08,26_35,single,0
I108301,C131145,Female,32,Toys,1,35.84,Credit Card,5/10/2021 0:00,Mall of Istanbul,2021,5,10,0,0,35.84,26_35,single,0
I877331,C141756,Female,37,Shoes,5,3000.85,Credit Card,12/4/2021 0:00,Zorlu Center,2021,12,4,5,1,600.17,36_45,bulk,0
I201776,C589423,Male,46,Toys,3,107.52,Credit Card,6/18/2021 0:00,Metrocity,2021,6,18,4,0,35.84,46_55,small,-7.11E-15
I122131,C389417,Male,42,Clothing,2,600.16,Credit Card,7/14/2021 0:00,Forum Istanbul,2021,7,14,2,0,300.08,36_45,small,0
I210978,C234710,Male,69,Toys,1,35.84,Debit Card,6/2/2022 0:00,Viaport Outlet,2022,6,2,3,0,35.84,56_plus,single,0
I307267,C234855,Female,36,Toys,4,143.36,Cash,2/5/2022 0:00,Istinye Park,2022,2,5,5,1,35.84,36_45,bulk,0
I200160,C674808,Male,60,Shoes,1,600.17,Cash,3/18/2021 0:00,Kanyon,2021,3,18,3,0,600.17,56_plus,single,0
I269097,C152491,Male,66,Books,1,15.15,Cash,5/20/2022 0:00,Istinye Park,2022,5,20,4,0,15.15,56_plus,single,0
I411135,C492618,Female,34,Clothing,3,900.24,Debit Card,5/27/2022 0:00,Metropol AVM,2022,5,27,4,0,300.08,26_35,small,0
I122287,C110789,Female,42,Clothing,5,1500.4,Cash,2/16/2021 0:00,Mall of Istanbul,2021,2,16,1,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I279542,C132888,Female,42,Clothing,5,1500.4,Debit Card,6/25/2021 0:00,Mall of Istanbul,2021,6,25,4,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I102167,C283282,Female,52,Toys,4,143.36,Credit Card,6/10/2021 0:00,Cevahir AVM,2021,6,10,3,0,35.84,46_55,bulk,0
I995837,C237522,Female,59,Food & Beverage,2,10.46,Credit Card,1/15/2021 0:00,Metrocity,2021,1,15,4,0,5.23,56_plus,small,0
I287713,C271285,Female,61,Clothing,1,300.08,Debit Card,6/7/2021 0:00,Cevahir AVM,2021,6,7,0,0,300.08,56_plus,single,0
I316010,C147713,Male,51,Clothing,3,900.24,Cash,10/15/2021 0:00,Kanyon,2021,10,15,4,0,300.08,46_55,small,0
I116477,C157512,Male,61,Clothing,2,600.16,Credit Card,5/16/2022 0:00,Metrocity,2022,5,16,0,0,300.08,56_plus,small,0
I209438,C312412,Male,22,Food & Beverage,1,5.23,Cash,4/25/2022 0:00,Kanyon,2022,4,25,0,0,5.23,18_25,single,0
I332124,C133446,Female,50,Clothing,5,1500.4,Debit Card,8/18/2022 0:00,Zorlu Center,2022,8,18,3,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I197506,C308484,Male,41,Clothing,3,900.24,Debit Card,1/15/2023 0:00,Kanyon,2023,1,15,6,1,300.08,36_45,small,0
I266147,C118101,Male,39,Food & Beverage,1,5.23,Cash,10/11/2022 0:00,Mall of Istanbul,2022,10,11,1,0,5.23,36_45,single,0
I329843,C330673,Male,24,Cosmetics,4,162.64,Credit Card,9/4/2022 0:00,Cevahir AVM,2022,9,4,6,1,40.66,18_25,bulk,0
I250140,C249901,Female,52,Food & Beverage,4,20.92,Cash,3/23/2022 0:00,Metrocity,2022,3,23,2,0,5.23,46_55,bulk,0
I131521,C319234,Male,35,Food & Beverage,4,20.92,Cash,10/7/2022 0:00,Kanyon,2022,10,7,4,0,5.23,26_35,bulk,0
I129775,C274019,Female,52,Food & Beverage,4,20.92,Cash,2/17/2022 0:00,Cevahir AVM,2022,2,17,3,0,5.23,46_55,bulk,0
I235031,C146451,Female,34,Food & Beverage,1,5.23,Debit Card,11/14/2021 0:00,Metropol AVM,2021,11,14,6,1,5.23,26_35,single,0
I253234,C249680,Male,52,Cosmetics,1,40.66,Cash,6/11/2021 0:00,Metropol AVM,2021,6,11,4,0,40.66,46_55,single,0
I595141,C268608,Female,24,Clothing,2,600.16,Cash,4/23/2022 0:00,Mall of Istanbul,2022,4,23,5,1,300.08,18_25,small,0
I182045,C485574,Female,34,Clothing,4,1200.32,Cash,2/25/2022 0:00,Metropol AVM,2022,2,25,4,0,300.08,26_35,bulk,0
I237218,C122182,Female,45,Clothing,2,600.16,Debit Card,12/7/2021 0:00,Cevahir AVM,2021,12,7,1,0,300.08,36_45,small,0
I212305,C212378,Female,45,Books,1,15.15,Credit Card,11/6/2021 0:00,Emaar Square Mall,2021,11,6,5,1,15.15,36_45,single,0
I311457,C800136,Male,55,Clothing,4,1200.32,Credit Card,5/22/2021 0:00,Viaport Outlet,2021,5,22,5,1,300.08,46_55,bulk,0
I215888,C260362,Male,54,Clothing,4,1200.32,Debit Card,2/8/2022 0:00,Zorlu Center,2022,2,8,1,0,300.08,46_55,bulk,0
I314355,C126815,Male,48,Souvenir,3,35.19,Cash,7/9/2021 0:00,Zorlu Center,2021,7,9,4,0,11.73,46_55,small,-1.78E-15
I115532,C629865,Female,54,Cosmetics,1,40.66,Credit Card,3/9/2021 0:00,Emaar Square Mall,2021,3,9,1,0,40.66,46_55,single,0
I400994,C439917,Female,63,Shoes,4,2400.68,Credit Card,1/30/2021 0:00,Metrocity,2021,1,30,5,1,600.17,56_plus,bulk,0
I273884,C214987,Male,26,Books,1,15.15,Debit Card,11/19/2022 0:00,Emaar Square Mall,2022,11,19,5,1,15.15,26_35,single,0
I201454,C195164,Female,44,Clothing,3,900.24,Cash,5/19/2021 0:00,Cevahir AVM,2021,5,19,2,0,300.08,36_45,small,0
I125250,C292479,Female,54,Clothing,5,1500.4,Cash,7/3/2022 0:00,Kanyon,2022,7,3,6,1,300.08000000000004,46_55,bulk,5.684341886080804e-14
I131595,C192624,Male,38,Clothing,5,1500.4,Credit Card,4/21/2022 0:00,Zorlu Center,2022,4,21,3,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I266491,C335778,Male,62,Technology,2,2100,Cash,2/19/2021 0:00,Metrocity,2021,2,19,4,0,1050,56_plus,small,0
I304560,C220582,Female,68,Clothing,1,300.08,Debit Card,4/23/2022 0:00,Viaport Outlet,2022,4,23,5,1,300.08,56_plus,single,0
I776367,C119600,Female,54,Clothing,1,300.08,Debit Card,4/24/2022 0:00,Mall of Istanbul,2022,4,24,6,1,300.08,46_55,single,0
I203797,C162588,Female,23,Technology,1,1050,Cash,10/19/2021 0:00,Metrocity,2021,10,19,1,0,1050,18_25,single,0
I684327,C214285,Female,57,Food & Beverage,3,15.69,Credit Card,5/25/2021 0:00,Metrocity,2021,5,25,1,0,5.23,56_plus,small,-8.88E-16
